"PID","Sale_Price"
532353050,131723.212586513
527105140,197516.680825522
908102330,116512.004144812
907135230,149599.762131734
908250030,70505.7698250857
902103090,115581.524632323
528458120,260530.578420897
535425060,181698.624390732
527404100,120696.779548925
905475160,124209.146551486
902100010,96441.5636050446
534202020,130244.917106648
533251110,303058.290963903
528435050,285059.888573587
914476130,163109.765738046
924100050,144365.41927678
909428280,327247.127068719
906230020,270237.72318561
923230180,134775.585071685
907420090,196593.173534944
534250010,139695.595389331
532353020,130341.405997554
906380180,191382.503959732
531363020,142256.329392753
906230010,289542.99250038
923225300,87870.4680986637
527252050,327399.732120894
923225440,79846.4588185576
907280090,235673.821519078
527183030,207956.824235231
535402220,177928.703526072
532376250,123023.200134524
914474020,207568.356844808
907275090,222335.215369907
528138030,413122.326301235
908154195,471899.258378979
527402240,183487.900693652
903228150,131412.331747507
531451020,201833.725001422
909275250,153574.726985803
903484080,16669.3192372742
534202170,150957.697440519
906225180,208949.441357181
916460110,190199.885568914
528174010,193844.819933348
528228360,204110.304852569
903233140,126232.211869586
535153150,163869.02044679
533212020,159499.418723998
909428170,247261.930760691
534129060,216430.892238604
527163080,160648.991460119
908275290,125059.790766783
903201020,124124.931276291
528431110,292592.501163897
903454060,70597.4133882203
903206120,173985.758918052
527131110,248281.794701273
906203120,277086.295522409
908102140,114036.767850645
527107210,202225.793535074
923204140,147273.776669827
527427200,191280.84296929
528186170,200940.746553924
906226070,106951.965651673
527357110,140033.630522234
534278170,141540.264155928
534427090,121284.54426853
905451390,154235.261442621
534152120,161903.09951901
535179120,116249.232960633
528435060,258142.406441352
534427140,151510.830049402
903429110,147001.204835968
535105110,157873.888096591
528366070,291828.320308244
534129040,198301.845706839
535454070,120343.544982561
903429080,156067.441022672
906226090,139521.987294442
534479130,152684.029808473
527451290,92710.0080158411
527106150,208266.830105591
916253320,294857.675476527
916455010,202229.967722059
907201220,130546.660621001
908188150,144257.799799228
527325090,195988.398030649
906402070,254067.397955675
909101010,133989.172339712
528221100,178723.462053385
528480170,265680.148082634
906475110,235091.012230211
903228080,133599.762112914
528228575,261239.378340271
907227080,123931.340978865
905109170,246780.098105236
528228545,177126.546787302
534275010,134021.001598618
903425340,116518.92943969
902128160,116381.290553303
533215040,267193.458196142
911202100,80049.3620896656
528456230,202660.995177528
535353160,120375.167203234
902100030,81885.6093102615
528174070,194291.353794327
528445070,240135.397120819
902105060,120076.324673005
909101140,140543.330156443
532354160,125781.068216639
528138060,204154.192650498
527107090,180304.385562419
904100090,172126.236352271
528458130,327367.176792402
535477130,149439.516483911
533223010,175939.294487226
528108140,417574.791048971
907202130,153645.939254605
527131030,266926.067423766
527453010,156297.241344618
907280170,210606.150330372
528172030,306590.920787631
905480210,109009.705192805
902402010,137731.946262937
528228555,183734.668539193
902404010,137149.902704543
907253110,227202.246540382
906204150,265424.961804632
910201050,129357.719014578
528174030,189700.591495981
532476050,279505.687180592
907265030,228020.021706161
902109160,109686.869086167
903231240,92397.8015235266
902103150,127506.874325068
528174040,203448.875678379
916125425,232888.304453443
531478010,115819.682434387
916403250,232080.957107249
923252080,123838.100471342
534175140,142531.511589685
902201120,98993.1163667526
534276190,107405.458147331
906392090,257840.446332509
916402015,179171.290849641
905103110,128270.90916981
907203090,118102.103639056
903205085,100228.395320873
528110080,327941.309668827
903225140,126010.132316138
903458110,102213.830150283
535325350,131567.462782745
528439010,230724.523330586
535355100,116113.872983492
905100060,129739.79851569
903231080,112617.50519516
902300110,106128.408735532
527451460,108618.358342155
535475010,150485.156421
528174050,199188.566801267
527450250,102421.280842256
905351089,182076.713326942
535175050,147644.704582173
923226270,93873.6106245706
908226120,116482.098970826
531375130,152642.179842773
905401020,266531.660195322
527356050,146761.46698171
534478140,119590.317694759
531375120,157594.520362982
908201100,81730.2133002604
535383060,51321.768028229
534250370,299577.390512424
528116010,340607.887990382
921126030,258923.568694578
531375100,167867.521189668
535150210,134332.057071037
535327160,124740.623466466
528228440,184417.332213921
528120170,314932.142024567
527325110,189713.96220644
528108010,244157.028950142
909251170,156897.286128201
528250020,192311.299981469
527105060,185047.605661026
534426110,136734.236034465
534201250,164688.186454826
907200170,133327.07688472
908102170,146284.299381127
535126100,135512.588207551
533251130,207669.104505046
532354090,155541.52487423
905427070,211767.58818224
528250010,173175.116333154
905101490,134288.678382256
527107010,186289.864041958
534204120,145524.533960026
528480100,199304.347881545
535376010,96511.7311085063
908102260,146193.224487354
534104100,209945.657948101
909250220,135794.94982007
923252075,134990.849084205
528480040,254241.38159984
903206160,151384.649281267
527106050,169462.414914798
910226060,144650.268189265
902207080,124614.695201791
535376100,96725.5219833696
535450160,91415.8463970977
908186070,150847.425199477
528385050,254953.531113628
903200050,80475.8749649575
903232030,89506.0901467312
527163100,182970.973893394
907255020,245663.934522493
528488120,192321.048232565
527328050,167758.029709578
907192090,208602.535930407
907135170,143571.123387596
905201090,161254.288273519
905107240,180145.044115199
907126030,157971.518854515
902128150,166963.262048957
527132090,226809.638363881
534402060,144571.090740276
531477040,142948.102449508
903430060,129758.792814249
907254050,198731.605512093
902110080,135707.97024696
534451130,90986.5935690527
528363110,348927.168684215
903430040,80695.5094102017
902306120,127578.27278429
528290060,156779.139753939
907202220,157325.272139425
907192120,212325.205953719
924100040,215212.152192643
527368010,237375.061236527
1007100110,125955.88539651
902405100,146408.875890455
527216050,457829.872074349
527378140,173185.449622555
528228430,197617.33794207
526353030,266969.36932891
528429110,264359.626395824
916455120,239226.183882378
535353130,108096.964884864
910205130,136313.698910062
535477090,116272.367895723
907251100,251930.964487036
527146135,294512.873374108
902328100,133418.514621406
535180120,128227.190052281
528315090,323978.147353001
532353030,145206.03884877
533130160,305403.841725548
531382070,238042.138627253
909455060,149832.127177103
909452114,222356.158568438
909276200,153758.107548215
527451540,105112.400555021
527455080,141517.922952876
528228550,175887.477259251
903236130,172753.038600036
527453070,140546.269940829
535454030,87325.0627383731
907131060,176808.301795209
535425010,233076.646325557
534176250,139276.482426136
923203090,163768.785746476
923400040,175681.262333039
535452120,140590.886719019
908128100,183460.995657171
905402090,181361.232261955
907290180,142351.677074219
527210060,390571.75684224
534200030,119435.742206055
535377150,104074.178628755
902206020,70199.816424365
532477040,285387.217445956
535301160,131730.456231166
908226130,84333.1118470573
909101180,118943.016211001
914478020,144064.923003216
914476010,173846.028845296
534430050,120893.872937052
907275140,293290.87782317
527357020,155121.17346778
910203290,107722.426262936
528480180,260083.55249814
916455150,287363.090019809
911104060,63961.7181259338
906380140,187896.474317922
535101020,175113.610012022
535125070,231403.286077476
909101100,128627.409489875
908128060,177554.791243648
535477150,101092.00667317
905477010,100392.951750072
907202050,154390.408987939
535454100,128825.879504901
535457040,131186.51713599
528315030,321494.77514991
533236040,171384.40341639
907420080,193649.416965196
535478010,128660.824191083
906420130,241501.737923603
534128100,161773.972000206
528429050,241478.547561365
528275080,201363.796066431
903426180,120328.311550139
534430080,143265.014120687
534400030,147809.098380176
534475100,120784.102547319
527108090,245069.793466778
910202050,66651.4517031841
535378020,100843.137959569
528235130,198121.662251891
907290070,169081.764323885
909129100,112593.446213953
906223080,220358.391332338
906425045,147302.618810934
905452120,130750.635101878
906226100,116122.323187031
527162130,191520.924789683
528222020,184058.598389906
908229020,90583.1403547999
531363050,139253.648830269
528482090,307120.051106646
903231060,35354.3310509818
923227080,164845.163146478
914476430,160430.359270315
528178090,358343.073042373
534178010,134938.589788139
528431020,239600.537585361
531384070,196817.039673941
911370530,282545.727633416
905401100,211964.318333878
909175080,49002.3313852132
528386040,352600.969433641
533215030,246254.427078702
527302080,248396.046695599
526301100,207621.300186354
906477110,158830.803764013
528142020,266849.279452774
903430070,66451.3857061839
527256120,467933.58479431
905451330,161707.084188255
528354060,256721.869623605
923229110,179346.998159639
528222090,184786.072928388
907290040,198723.995868065
534451050,107508.508661099
908152270,146370.563900833
526302030,158203.749589323
535382150,88524.5948957687
535180020,163562.32142932
907401080,212450.246759137
902302150,133271.683954789
535325320,126559.911619742
903233050,125546.860468607
916403020,194525.159124633
905107320,136315.964660505
528186130,349993.199288787
907181120,189222.663033469
907275030,219350.383531255
903456110,213385.671174355
906380110,227117.756820777
909425010,246490.524035833
914453045,280234.416425438
906394040,222364.559204426
904100100,206591.387886381
903233180,132020.78804468
905200350,156757.27940214
902205090,117357.063455452
528235170,212687.22835282
535151100,124461.806233481
528292040,181534.759321447
906203140,261100.380634062
910205020,94326.4145592276
533250130,256618.616804252
903225160,122291.332712103
907295040,232789.586589792
528110100,389223.366928269
532376110,124453.11048711
528290140,190511.90713654
535401140,144691.290790054
905226050,149212.936330184
534478230,148891.640234164
535451190,117014.94711798
905476160,105410.298357942
907290140,143120.169973682
909277100,145358.479610431
904101070,208350.125444013
534427040,150122.569423458
528240020,192796.770214822
916455050,195763.831420827
903232090,150332.981507662
903226130,111363.498813979
528250070,202728.097356761
528218080,177497.470931671
528431080,222716.123926595
528431120,265883.604460271
528228375,240255.317242915
906385020,171583.968459548
908103320,126743.986996475
527105050,181514.261304001
534275170,137583.934399292
907202190,131447.694223628
534128190,230035.618562174
923227030,153808.869932881
905426100,183941.862505131
906201022,186472.715022248
905103140,160350.836000186
909251040,157106.534449834
916125360,157280.879094656
921205070,292237.35470755
906340120,270554.098703305
905427030,280536.158960845
907187080,185184.676143777
528231030,194238.610663232
911370430,332974.971358398
923203100,177316.82839066
528366040,337558.914989472
902477130,39218.8239523547
905101310,122681.502086307
528275070,232319.941367083
531380080,236580.299379021
903236010,120035.292793869
527163130,178850.403571393
909250030,105144.04352523
527105070,188826.526270963
907131120,191698.355426231
911175440,73382.6507907163
535402120,171548.912444948
908250090,99271.6468938899
527107130,177068.850894433
535476360,211181.970177096
535452090,128852.030868608
535456100,111263.911335262
903401070,138016.359850832
908154235,465445.375582307
909275080,175691.643509151
528458070,235020.601187982
906380100,283563.773074539
535404080,121086.031317787
902102080,116096.801791525
533254130,182314.445012342
528439040,242525.279016296
528290120,178335.810921116
905202190,249103.209876434
902329080,135003.824437423
905226130,153253.038031102
916382100,377302.514423962
903430090,130093.353630306
903230100,107304.706640642
916386020,177093.358465672
906223110,224456.349434307
910226040,156136.098782039
535125090,216533.367544481
528108040,413489.119566104
903481120,122676.282925552
908152080,130007.762807697
531375090,126173.032444074
533350050,331771.158964435
528456190,217364.417605639
527402060,158828.556888178
906402200,309098.559205686
903454090,132283.45504541
533352075,201061.191609167
528172060,238381.246935584
904100040,130771.937093922
533130130,314340.609285033
923230040,159360.549853193
903235020,94584.8135443327
902406020,116065.581190073
903226170,134422.085099737
907175060,210348.597635857
528490080,203283.335077957
923251160,107170.240325482
527452100,133872.659294226
906204180,220928.031609592
527162180,166714.600108453
528118050,495619.661913756
905107220,162140.689548504
527212050,354297.972298601
906402060,242996.179370568
902206220,154078.087565522
528220040,176851.959974831
535402230,138735.20211807
905426010,221362.64125064
905352030,215061.78670443
906392070,186155.412397767
909275040,131350.272804227
909425130,211178.022308863
909101060,66449.1157829461
905104240,130895.225379206
909475040,368608.343619121
527105130,288600.137774451
907200230,120247.428887075
528102110,473932.295404251
531475220,157864.543918504
907280040,216668.420437375
527276150,113778.694578822
908225180,103186.579103542
534431050,222824.662687634
909250060,195250.863009944
907410050,200414.682374381
534128020,210025.311334071
527358140,211806.628516902
909475230,289328.354198617
914476330,197699.328791906
905101450,143834.132305276
923252100,129092.216199089
533242080,191547.019848361
923228370,88508.5909616982
909100150,112947.781731291
534425080,188392.491277193
909428120,238287.260247686
527108030,239049.444187373
923205015,167992.98398134
533208080,157587.820548239
526354020,209202.83300551
905101200,100128.097290505
905200260,151619.684442361
528228565,197367.295583693
534176140,166041.157033082
903231190,114706.264424631
910203020,103873.760762538
902400090,95325.0063601853
528222010,284946.942001716
528102030,353052.7334051
909179020,191878.698478353
903427120,136835.320700205
907412040,188273.521499486
535353050,149264.542445173
904301410,98372.619129587
910200040,117181.052612738
905301050,265661.519195246
903457130,115341.258772722
909250230,164273.854298082
907194110,190493.006045331
527302110,228735.192966714
921205030,350645.471250955
528166120,427456.727358208
527146030,251364.661772324
535426350,153643.991751094
902206130,127682.143490397
907131190,194701.370459878
909254140,113046.099795776
905101100,95076.9448571467
528376010,321166.886717379
902329030,195147.864826303
535304170,133507.591414429
907420050,183439.52213154
535380130,115911.060762657
528429060,252407.808117472
528240040,164886.270061581
909428110,164253.499296727
909275110,200352.240884696
534276010,116233.413997619
535425040,196649.949572477
902300215,133133.973336736
916460070,195652.213796278
528429100,308452.121661871
903206170,167288.192778709
907187040,228394.71002326
923227100,153326.888022109
903453080,204504.629074488
923225260,159370.53991836
533212130,143866.293586372
907180120,216434.359531344
902306130,157042.026713364
527254070,354076.538863415
904351040,83333.4252705804
528390210,252784.034787347
909428190,219039.098771779
528363130,345504.032451592
904351280,126160.566777707
907262030,201578.336529747
923400025,160598.521685183
907295020,219283.704873772
914452090,174747.787111009
535152010,128318.265402027
909251030,133061.871250447
908228040,116609.257779419
528102090,345433.342103736
905478030,139254.539824921
535402180,113864.785377812
923202220,154332.928087187
535126010,199936.818637343
528482130,235541.696729266
909280030,239489.331539985
906380050,215102.799315677
909252110,174673.791303912
906380190,182744.282336862
534175100,170271.373934869
532476080,269307.458136668
903476090,108010.291182483
535452140,115370.191673554
527455030,140199.062218679
531452260,168444.791204154
531380110,193349.764398584
527110120,177832.239447949
535383110,100283.687203865
908152180,147913.55385472
908186080,137377.578874422
902106010,135697.711648789
527182020,171164.581767073
535403030,133932.48691635
923201020,138729.965625983
902110120,122836.49797786
533215020,286998.196021781
906225210,162144.089444596
533208090,179014.58392144
534400050,166436.059382754
534276290,109841.623918864
528445020,220314.05516411
534403410,167126.412542354
533238045,279125.840215952
908276230,114719.65231028
908203100,94771.8396554465
531451280,197651.973200033
907180050,188496.383436307
534403050,150807.263782901
907410080,202943.659392648
527106010,224244.024592099
904302260,104372.681692991
528290190,161076.845862409
911370500,301491.6117529
528292060,237009.515874024
535457020,163516.89600555
907227060,147823.949189197
923275010,160578.855962155
528477020,256685.305511711
923204150,133136.362278243
528106120,256708.763688369
532479050,134671.73311905
905200100,134181.581662569
528176010,444419.235666418
906394050,178371.857970618
914478045,150116.554659279
902125080,103711.421726202
528102100,275382.998130973
527212030,469099.409821004
914452060,150624.598298255
902330040,175214.918331711
531453140,151092.356414527
907227030,137999.23302421
534250335,174285.042370318
534430090,130047.138841203
527108040,223820.521313717
909254070,171932.607426786
531363080,142731.059907361
903201080,171737.364508321
916382110,324338.669982748
534429030,102222.288104296
903475100,116925.115927353
534426040,148550.473520279
902328040,126903.637614627
528174080,211529.428879724
902400110,314723.463646389
923226150,154226.405460211
909277090,155223.206482461
907250050,277060.966231211
527254020,330463.646202326
909276010,206940.69546431
535455060,118918.482500397
903226060,162018.001922076
535325460,193609.308230729
533252020,168430.796340199
902103170,93504.3648651514
905105040,113852.900199646
908128110,178805.094669437
907202080,133876.847488313
534127230,168780.863757292
905102060,132088.099106618
528482010,263573.621995446
534430110,140740.465857428
533352150,154817.460219688
916386140,214530.289948884
908188140,140586.907629912
531451030,187510.97643501
905200490,133761.059589469
535302200,120269.033860454
907414080,176240.801039595
533241010,196250.297229476
909256060,135401.75367467
527250040,128851.757851005
527165010,190834.227536387
902300020,170799.639355822
528222080,179799.438433731
907196020,217341.809718747
531371050,181922.490311302
534276160,125396.236560569
535150280,131387.778945917
528315070,276491.914546176
907412090,194397.067622636
909254050,207529.334275288
923229100,208437.964489462
528250030,206296.467930373
527353080,183394.999960951
908152110,155762.881692168
528429090,326230.517061636
533210060,162558.321843756
527225035,207688.83094864
